K02869|RP-L12,_rpl12;_large_subunit_ribosomal_protein_L12
K23124|pxpC;_5-oxoprolinase_(ATP-hydrolysing)_subunit_C_[EC:3.5.2.9]
K10231|kojP;_kojibiose_phosphorylase_[EC:2.4.1.230]
K07500|K07500;_DNA_endonuclease
K18799|wzxB,_rfbX;_O-antigen_flippase
K09697|natA;_sodium_transport_system_ATP-binding_protein_[EC:7.2.2.4]
K15554|ssuC;_sulfonate_transport_system_permease_protein
K25916|mtvB,_mtoB;_methoxylated_aromatic_compound---corrinoid_protein_Co-methyltransferase_[EC:2.1.1.382]
K21816|fsr;_sulfite_reductase_(coenzyme_F420)_[EC:1.8.98.3]
K02068|STAR1,_fetA;_UDP-glucose/iron_transport_system_ATP-binding_protein
K26732|khtU;_K+:H+_antiporter_subunit_KhtU
K16841|hpxA;_allantoin_racemase_[EC:5.1.99.3]
K04763|xerD;_integrase/recombinase_XerD
K06336|tasA,_cotN;_spore_coat-associated_protein_N
K15580|oppA,_mppA;_oligopeptide_transport_system_substrate-binding_protein
K25032|K25032;_alpha-aminoadipate-LysW_ligase/glutamate-LysW_ligase_[EC:6.3.2.43_6.3.2.60]
K11690|dctM;_C4-dicarboxylate_transporter,_DctM_subunit
K18105|rtcA;_RNA_3'-terminal_phosphate_cyclase_(GTP)_[EC:6.5.1.5]
K17753|HICDH;_isocitrate--homoisocitrate_dehydrogenase_[EC:1.1.1.286]
K01777|prdF;_proline_racemase_[EC:5.1.1.4]
K07822|flaC;_archaeal_flagellar_protein_FlaC
K22228|secG,_sec61beta;_preprotein_translocase_subunit_SecG
K19955|adh2;_alcohol_dehydrogenase_[EC:1.1.1.-]
K19119|cas5d;_CRISPR-associated_protein_Cas5d
K19122|csc3;_CRISPR-associated_protein_Csc3
K19117|csd1,_cas8c;_CRISPR-associated_protein_Csd1
K19118|csd2,_cas7;_CRISPR-associated_protein_Csd2
K02805|wecE,_rffA;_dTDP-4-amino-4,6-dideoxygalactose_transaminase_[EC:2.6.1.59]
K23994|SLC9B1_2;_solute_carrier_family_9B_(sodium/hydrogen_exchanger),_member_1/2
K22491|litR;_MerR_family_transcriptional_regulator,_light-induced_transcriptional_regulator
K07279|yfaL;_autotransporter_family_porin
K25143|lnrM,_sagH;_linearmycin/streptolysin_S_transport_system_permease_protein
K16699|tuaH;_teichuronic_acid_biosynthesis_glycosyltransferase_TuaH_[EC:2.4.-.-]
K09017|rutR;_TetR/AcrR_family_transcriptional_regulator
K16906|K16906;_fluoroquinolone_transport_system_permease_protein
K03978|engB;_GTP-binding_protein
K20895|ylmB;_formylaminopyrimidine_deformylase_[EC:3.5.1.-]
K18029|nicA;_nicotinate_dehydrogenase_subunit_A_[EC:1.17.2.1]
K12528|xdhD;_putative_selenate_reductase_molybdopterin-binding_subunit
K12503|E2.5.1.68;_short-chain_Z-isoprenyl_diphosphate_synthase_[EC:2.5.1.68]
K16874|hmfF;_2,5-furandicarboxylate_decarboxylase_1
K13995|nicF;_maleamate_amidohydrolase_[EC:3.5.1.107]
K03239|EIF2B1;_translation_initiation_factor_eIF-2B_subunit_alpha
K18237|K18237;_ribose_1,5-bisphosphate_isomerase_[EC:5.3.1.29]
K23734|lipM;_lipoyl(octanoyl)_transferase_[EC:2.3.1.181]
K07460|yraN;_putative_endonuclease
K03335|iolE;_inosose_dehydratase_[EC:4.2.1.44]
K09001|anmK;_anhydro-N-acetylmuramic_acid_kinase_[EC:2.7.1.170]
K02440|glpF;_glycerol_uptake_facilitator
K19355|MAN;_mannan_endo-1,4-beta-mannosidase_[EC:3.2.1.78]
K13547|btrR,_neoB,_kanB;_L-glutamine:2-deoxy-scyllo-inosose/3-amino-2,3-dideoxy-scyllo-inosose_aminotransferase_[EC:2.6.1.100_2.6.1.101]
K16887|qmoC;_quinone-modifying_oxidoreductase,_subunit_QmoC
K17108|GBA2;_non-lysosomal_glucosylceramidase_[EC:3.2.1.45]
K22172|fqoBC;_F420H2:quinone_oxidoreductase_subunit_B/C_[EC:1.1.98.4]
K18540|ramA;_(R)-amidase_[EC:3.5.1.100]
K03338|iolC;_5-dehydro-2-deoxygluconokinase_[EC:2.7.1.92]
K01187|malZ;_alpha-glucosidase_[EC:3.2.1.20]
K02058|ABC.SS.S;_simple_sugar_transport_system_substrate-binding_protein
K02242|comFC;_competence_protein_ComFC
K16849|uxaA1;_altronate_dehydratase_small_subunit_[EC:4.2.1.7]
K05989|ramA;_alpha-L-rhamnosidase_[EC:3.2.1.40]
K14052|puuP;_putrescine_importer
K07488|K07488;_transposase
K05820|hcaT;_MFS_transporter,_PPP_family,_3-phenylpropionic_acid_transporter
K01818|fucI;_L-fucose/D-arabinose_isomerase_[EC:5.3.1.25_5.3.1.3]
K18478|yihV;_sulfofructose_kinase_[EC:2.7.1.184]
K07406|melA;_alpha-galactosidase_[EC:3.2.1.22]
K13936|mdcF;_malonate_transporter_and_related_proteins
K19686|vapC;_ribonuclease_VapC_[EC:3.1.-.-]
K24707|E2.7.1.16;_ribulokinase_[EC:2.7.1.16]
K07466|RFA1,_RPA1,_rpa;_replication_factor_A1
K10797|enr;_2-enoate_reductase_[EC:1.3.1.31]
K12308|bgaB,_lacA;_beta-galactosidase_[EC:3.2.1.23]
K18910|dpe,_lre;_D-psicose/D-tagatose/L-ribulose_3-epimerase_[EC:5.1.3.30_5.1.3.31]
K05501|slmA,_ttk;_TetR/AcrR_family_transcriptional_regulator
K03816|xpt;_xanthine_phosphoribosyltransferase_[EC:2.4.2.22]
K22933|lplD;_galacturan_1,4-alpha-galacturonidase_[EC:3.2.1.67]
K23244|apsD;_D-apiose_dehydrogenase_[EC:1.1.1.420]
K16557|exoA;_succinoglycan_biosynthesis_protein_ExoA_[EC:2.4.-.-]
K10046|GME;_GDP-D-mannose_3',_5'-epimerase_[EC:5.1.3.18_5.1.3.-]
K06138|pqqD;_pyrroloquinoline_quinone_biosynthesis_protein_D
K13770|ysiA,_fadR;_TetR/AcrR_family_transcriptional_regulator,_fatty_acid_metabolism_regulator_protein
K17815|EXO5;_exonuclease_V_[EC:3.1.-.-]
K03664|smpB;_SsrA-binding_protein
K02653|pilC;_type_IV_pilus_assembly_protein_PilC
K13290|K13290;_serine---pyruvate_transaminase_[EC:2.6.1.51]
K15923|AXY8,_FUC95A,_afcA;_alpha-L-fucosidase_2_[EC:3.2.1.51]
K03617|rnfA;_H+/Na+-translocating_ferredoxin:NAD+_oxidoreductase_subunit_A
K03614|rnfD;_H+/Na+-translocating_ferredoxin:NAD+_oxidoreductase_subunit_D_[EC:7.1.1.11_7.2.1.2]
K02897|RP-L25,_rplY;_large_subunit_ribosomal_protein_L25
K06168|miaB;_tRNA-2-methylthio-N6-dimethylallyladenosine_synthase_[EC:2.8.4.3]
K02967|RP-S2,_MRPS2,_rpsB;_small_subunit_ribosomal_protein_S2
K02935|RP-L7,_MRPL12,_rplL;_large_subunit_ribosomal_protein_L7/L12
K02518|infA;_translation_initiation_factor_IF-1
K02879|RP-L17,_MRPL17,_rplQ;_large_subunit_ribosomal_protein_L17
K02914|RP-L34,_MRPL34,_rpmH;_large_subunit_ribosomal_protein_L34
K05366|mrcA;_penicillin-binding_protein_1A_[EC:2.4.99.28_3.4.16.4]
K02909|RP-L31,_rpmE;_large_subunit_ribosomal_protein_L31
K02313|dnaA;_chromosomal_replication_initiator_protein
K00554|trmD;_tRNA_(guanine37-N1)-methyltransferase_[EC:2.1.1.228]
K02357|tsf,_TSFM;_elongation_factor_Ts
K02338|dnaN;_DNA_polymerase_III_subunit_beta_[EC:2.7.7.7]
K03536|rnpA;_ribonuclease_P_protein_component_[EC:3.1.26.5]
K19159|yefM;_antitoxin_YefM
K03589|ftsQ;_cell_division_protein_FtsQ
K00075|murB;_UDP-N-acetylmuramate_dehydrogenase_[EC:1.3.1.98]
K00046|idnO;_gluconate_5-dehydrogenase_[EC:1.1.1.69]
K00065|kduD;_2-dehydro-3-deoxy-D-gluconate_5-dehydrogenase_[EC:1.1.1.127]
K19158|yoeB;_toxin_YoeB_[EC:3.1.-.-]
K07181|cdgJ;_c-di-GMP_phosphodiesterase_[EC:3.1.4.52]
K19163|ccdB;_toxin_CcdB
K02278|cpaA,_tadV;_prepilin_peptidase_CpaA_[EC:3.4.23.43]
K02483|K02483;_two-component_system,_OmpR_family,_response_regulator
K19745|acuI;_acrylyl-CoA_reductase_(NADPH)_[EC:1.3.1.-]
K01914|asnA;_aspartate--ammonia_ligase_[EC:6.3.1.1]
K00351|nqrF;_Na+-transporting_NADH:ubiquinone_oxidoreductase_subunit_F_[EC:7.2.1.1]
K03439|trmB,_METTL1,_TRM8;_tRNA_(guanine-N7-)-methyltransferase_[EC:2.1.1.33]
K02959|RP-S16,_MRPS16,_rpsP;_small_subunit_ribosomal_protein_S16
K03832|tonB;_periplasmic_protein_TonB
K02860|rimM;_16S_rRNA_processing_protein_RimM
K01372|BLMH,_pepC;_bleomycin_hydrolase_[EC:3.4.22.40]
K02314|dnaB;_replicative_DNA_helicase_[EC:5.6.2.3]
K03722|dinG;_ATP-dependent_DNA_helicase_DinG_[EC:5.6.2.3]
K07473|dinJ;_DNA-damage-inducible_protein_J
K01281|pepX;_X-Pro_dipeptidyl-peptidase_[EC:3.4.14.11]
K13745|ddc;_L-2,4-diaminobutyrate_decarboxylase_[EC:4.1.1.86]
K03631|recN;_DNA_repair_protein_RecN_(Recombination_protein_N)
K03595|era,_ERAL1;_GTPase
K03628|rho;_transcription_termination_factor_Rho
K01042|selA;_L-seryl-tRNA(Ser)_seleniumtransferase_[EC:2.9.1.1]
K06204|dksA;_RNA_polymerase-binding_transcription_factor
K18201|AGPHD1;_hydroxylysine_kinase_[EC:2.7.1.81]
K18707|mtaB;_threonylcarbamoyladenosine_tRNA_methylthiotransferase_MtaB_[EC:2.8.4.5]
K10837|PSTK;_O-phosphoseryl-tRNA(Sec)_kinase_[EC:2.7.1.164]
K07391|comM;_magnesium_chelatase_family_protein
K03530|hupB;_DNA-binding_protein_HU-beta
K22476|K22476;_N-acetylglutamate_synthase_[EC:2.3.1.1]
K02481|flgR;_two-component_system,_NtrC_family,_response_regulator
K07713|zraR,_hydG;_two-component_system,_NtrC_family,_response_regulator_HydG
K02662|pilM;_type_IV_pilus_assembly_protein_PilM
K03980|murJ,_mviN;_putative_peptidoglycan_lipid_II_flippase
K02664|pilO;_type_IV_pilus_assembly_protein_PilO
K04771|degP,_htrA;_serine_protease_Do_[EC:3.4.21.107]
K01886|QARS,_glnS;_glutaminyl-tRNA_synthetase_[EC:6.1.1.18]
K07214|fes;_iron(III)-enterobactin_esterase_[EC:3.1.1.108]
K04744|lptD,_imp,_ostA;_LPS-assembly_protein
K02663|pilN;_type_IV_pilus_assembly_protein_PilN
K13955|yogA;_zinc-binding_alcohol_dehydrogenase/oxidoreductase
K22213|PATG;_6-methylsalicylate_decarboxylase_[EC:4.1.1.52]
K03313|nhaA;_Na+:H+_antiporter,_NhaA_family
K05593|aadK;_aminoglycoside_6-adenylyltransferase_[EC:2.7.7.-]
K20331|toxA;_toxoflavin_synthase_[EC:2.1.1.349]
K17882|aadD,_knt;_kanamycin_nucleotidyltransferase_[EC:2.7.7.-]
K02168|betT,_betS;_choline/glycine/proline_betaine_transport_protein
K14292|TGS1;_trimethylguanosine_synthase_[EC:2.1.1.-]
K03735|eutB;_ethanolamine_ammonia-lyase_large_subunit_[EC:4.3.1.7]
K01095|pgpA;_phosphatidylglycerophosphatase_A_[EC:3.1.3.27]
K03774|slpA;_FKBP-type_peptidyl-prolyl_cis-trans_isomerase_SlpA_[EC:5.2.1.8]
K23685|aglI;_glycosyltransferase_AglI_[EC:2.4.1.-]
K02622|parE;_topoisomerase_IV_subunit_B_[EC:5.6.2.2]
K18446|ygiF;_triphosphatase_[EC:3.6.1.25]
K01751|E4.3.1.15;_diaminopropionate_ammonia-lyase_[EC:4.3.1.15]
K13934|mdcG;_phosphoribosyl-dephospho-CoA_transferase_[EC:2.7.7.66]
K08264|hdrD;_heterodisulfide_reductase_subunit_D_[EC:1.8.98.1]
K13929|mdcA;_malonate_decarboxylase_alpha_subunit_[EC:2.3.1.187]
K07343|tfoX;_DNA_transformation_protein_and_related_proteins
K19339|nosR;_NosR/NirI_family_transcriptional_regulator,_nitrous_oxide_reductase_regulator
K00260|gudB,_rocG;_glutamate_dehydrogenase_[EC:1.4.1.2]
K00261|GLUD1_2,_gdhA;_glutamate_dehydrogenase_(NAD(P)+)_[EC:1.4.1.3]
K03117|tatB;_sec-independent_protein_translocase_protein_TatB
K03629|recF;_DNA_replication_and_repair_protein_RecF
K03100|lepB;_signal_peptidase_I_[EC:3.4.21.89]
K19575|bmrR;_MerR_family_transcriptional_regulator,_activator_of_bmr_gene
K16211|malY,_malT;_maltose/moltooligosaccharide_transporter
K25950|amdH;_secondary-alkyl_amine_dehydrogenase_[NAD(P)+]_[EC:1.4.1.28]
K06346|jag;_spoIIIJ-associated_protein
K02825|pyrR;_pyrimidine_operon_attenuation_protein_/_uracil_phosphoribosyltransferase_[EC:2.4.2.9]
K06201|cutC;_copper_homeostasis_protein
K03501|gidB,_rsmG;_16S_rRNA_(guanine527-N7)-methyltransferase_[EC:2.1.1.170]
K03495|gidA,_mnmG,_MTO1;_tRNA_uridine_5-carboxymethylaminomethyl_modification_enzyme
K01119|cpdB;_2',3'-cyclic-nucleotide_2'-phosphodiesterase_/_3'-nucleotidase_[EC:3.1.4.16_3.1.3.6]
K23448|sfaA;_MFS_transporter,_DHA1_family,_staphyloferrin_A_biosynthesis_exporter
K02902|RP-L28,_MRPL28,_rpmB;_large_subunit_ribosomal_protein_L28
K02355|fusA,_GFM,_EFG;_elongation_factor_G
K02926|RP-L4,_MRPL4,_rplD;_large_subunit_ribosomal_protein_L4
K03469|rnhA,_RNASEH1;_ribonuclease_HI_[EC:3.1.26.4]
K09994|phnO;_(aminoalkyl)phosphonate_N-acetyltransferase_[EC:2.3.1.280]
K02847|waaL,_rfaL;_O-antigen_ligase_[EC:2.4.99.26]
K02454|gspE;_general_secretion_pathway_protein_E_[EC:7.4.2.8]
K02652|pilB;_type_IV_pilus_assembly_protein_PilB
K00790|murA;_UDP-N-acetylglucosamine_1-carboxyvinyltransferase_[EC:2.5.1.7]
K08640|E3.4.17.14;_zinc_D-Ala-D-Ala_carboxypeptidase_[EC:3.4.17.14]
K17733|cwlK;_peptidoglycan_LD-endopeptidase_CwlK_[EC:3.4.-.-]
K07474|xtmA;_phage_terminase_small_subunit
K03563|csrA;_carbon_storage_regulator
K03205|virD4,_lvhD4;_type_IV_secretion_system_protein_VirD4_[EC:7.4.2.8]
K01816|hyi,_gip;_hydroxypyruvate_isomerase_[EC:5.3.1.22]
K00874|kdgK;_2-dehydro-3-deoxygluconokinase_[EC:2.7.1.45]
K18126|sskdgK;_2-dehydro-3-deoxygluconokinase_/_2-dehydro-3-deoxygalactonokinase_[EC:2.7.1.178]
K01635|lacD;_tagatose_1,6-diphosphate_aldolase_[EC:4.1.2.40]
K03337|iolB;_5-deoxy-glucuronate_isomerase_[EC:5.3.1.30]
K01639|E4.1.3.3,_nanA,_NPL;_N-acetylneuraminate_lyase_[EC:4.1.3.3]
K01714|dapA;_4-hydroxy-tetrahydrodipicolinate_synthase_[EC:4.3.3.7]
K22397|yjhH,_yagE;_2-dehydro-3-deoxy-D-pentonate_aldolase_[EC:4.1.2.28]
K20791|NAA10_11,_ARD1_2;_N-alpha-acetyltransferase_10/11_[EC:2.3.1.255]
K12111|ebgA;_evolved_beta-galactosidase_subunit_alpha_[EC:3.2.1.23]
K01444|AGA,_aspG;_N4-(beta-N-acetylglucosaminyl)-L-asparaginase_[EC:3.5.1.26]
K23271|eltD;_erythritol/L-threitol_dehydrogenase_[EC:1.1.1.-]
K03810|mviM;_virulence_factor
K00879|fucK;_L-fuculokinase_[EC:2.7.1.51]
K07106|murQ;_N-acetylmuramic_acid_6-phosphate_etherase_[EC:4.2.1.126]
K03797|E3.4.21.102,_prc,_ctpA;_carboxyl-terminal_processing_protease_[EC:3.4.21.102]
K25031|gntK;_gluconokinase_[EC:2.7.1.12]
K18676|gspK;_glucosamine_kinase_[EC:2.7.1.8]
K19051|hepB;_heparin/heparan-sulfate_lyase_[EC:4.2.2.7_4.2.2.8]
K01884|cysS1;_cysteinyl-tRNA_synthetase,_unknown_class_[EC:6.1.1.16]
K16862|PLD6;_mitochondrial_cardiolipin_hydrolase_[EC:3.1.4.-]
K18336|lra6;_2,4-didehydro-3-deoxy-L-rhamnonate_hydrolase_[EC:3.7.1.26]
K16044|iolW;_scyllo-inositol_2-dehydrogenase_(NADP+)_[EC:1.1.1.371]
K01730|ogl;_oligogalacturonide_lyase_[EC:4.2.2.6]
K11085|msbA;_ATP-binding_cassette,_subfamily_B,_bacterial_MsbA_[EC:7.5.2.6]
K01787|RENBP;_N-acylglucosamine_2-epimerase_[EC:5.1.3.8]
K01130|E3.1.6.1;_arylsulfatase_[EC:3.1.6.1]
K20525|alg17C;_oligo-alginate_lyase_[EC:4.2.2.26]
K01194|TREH,_treA,_treF;_alpha,alpha-trehalase_[EC:3.2.1.28]
K03544|clpX,_CLPX;_ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX
K01449|cwlJ;_cell_wall_hydrolase
K23978|IAH1;_isoamyl_acetate_esterase_[EC:3.1.1.112]
K14611|SLC23A1,_SVCT1;_solute_carrier_family_23_(nucleobase_transporter),_member_1
K03817|rimL;_ribosomal-protein-serine_acetyltransferase_[EC:2.3.1.-]
K02669|pilT;_twitching_motility_protein_PilT
K17811|K17811;_halimadienyl-diphosphate_synthase_[EC:5.5.1.16]
K19367|SPG21;_maspardin
K04766|acuA;_acetoin_utilization_protein_AcuA_[EC:2.3.1.-]
K03286|TC.OOP;_OmpA-OmpF_porin,_OOP_family
K13017|wbpE,_wlbC;_UDP-2-acetamido-2-deoxy-ribo-hexuluronate_aminotransferase_[EC:2.6.1.98]
K19273|sat4;_streptothricin_acetyltransferase_[EC:2.3.-.-]
K13238|ECI1,_DCI;_Delta3-Delta2-enoyl-CoA_isomerase_[EC:5.3.3.8]
K02573|napG;_ferredoxin-type_protein_NapG
K16922|yydH;_putative_peptide_zinc_metalloprotease_protein
K14683|SLC34A,_NPT,_nptA;_solute_carrier_family_34_(sodium-dependent_phosphate_cotransporter)
K06714|rocR;_arginine_utilization_regulatory_protein
K21405|acoR;_sigma-54_dependent_transcriptional_regulator,_acetoin_dehydrogenase_operon_transcriptional_activator_AcoR
K17992|hndB;_NADP-reducing_hydrogenase_subunit_HndB_[EC:1.12.1.3]
K18846|npmA;_16S_rRNA_(adenine(1408)-N(1))-methyltransferase_[EC:2.1.1.180]
K13049|PM20D1;_carboxypeptidase_PM20D1_[EC:3.4.17.-]
K00322|sthA,_udhA;_NAD(P)_transhydrogenase_[EC:1.6.1.1]
K23414|papA5;_phenolphthiocerol/phthiocerol/phthiodiolone_dimycocerosyl_transferase_[EC:2.3.1.282]
K03802|cphA;_cyanophycin_synthetase_[EC:6.3.2.29_6.3.2.30]
K07281|ipct;_1L-myo-inositol_1-phosphate_cytidylyltransferase_[EC:2.7.7.74]
K05384|cpeU,_mpeU;_bilin_biosynthesis_protein
K18575|TMEM86B;_alkenylglycerophosphocholine_hydrolase_[EC:3.3.2.2]
K23983|amiN;_amicoumacin_kinase_[EC:2.7.1.230]
K13282|cphB;_cyanophycinase_[EC:3.4.15.6]
K22330|tyrDC;_tyrosine_decarboxylase_[EC:4.1.1.25]
K07517|ECI1_2;_Delta3-Delta2-enoyl-CoA_isomerase_[EC:5.3.3.8]
K19583|GK5;_putative_glycerol_kinase_5_[EC:2.7.1.30]
K03918|lat;_L-lysine_6-transaminase_[EC:2.6.1.36]
K02711|psbJ;_photosystem_II_PsbJ_protein
K02699|psaL;_photosystem_I_subunit_XI
K02851|wecA,_tagO,_rfe;_UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate_GlcNAc-1-phosphate_transferase_[EC:2.7.8.33_2.7.8.35]
K16692|etk-wzc;_tyrosine-protein_kinase_Etk/Wzc_[EC:2.7.10.3]
K02709|psbH;_photosystem_II_PsbH_protein
K03624|greA;_transcription_elongation_factor_GreA
K02710|psbI;_photosystem_II_PsbI_protein
K02713|psbL;_photosystem_II_PsbL_protein
K20948|vpsJ;_polysaccharide_biosynthesis_protein_VpsJ
K01991|wza,_gfcE;_polysaccharide_biosynthesis/export_protein
K01139|spoT;_GTP_diphosphokinase_/_guanosine-3',5'-bis(diphosphate)_3'-diphosphatase_[EC:2.7.6.5_3.1.7.2]
K06413|spoVK;_stage_V_sporulation_protein_K
K03700|recU;_recombination_protein_U
K06158|ABCF3;_ATP-binding_cassette,_subfamily_F,_member_3
K00962|pnp,_PNPT1;_polyribonucleotide_nucleotidyltransferase_[EC:2.7.7.8]
K03316|nhaP,_nhaS1,_nhaS2;_Na+:H+_antiporter
K16905|K16905;_fluoroquinolone_transport_system_permease_protein
K00561|ermC,_ermA;_23S_rRNA_(adenine-N6)-dimethyltransferase_[EC:2.1.1.184]
K00100|bdhAB;_butanol_dehydrogenase_[EC:1.1.1.-]
K15896|pseH;_UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine_N-acetyltransferase_[EC:2.3.1.202]
K19125|casD,_cse5;_CRISPR_system_Cascade_subunit_CasD
K06193|phnA;_protein_PhnA
K03648|UNG,_UDG;_uracil-DNA_glycosylase_[EC:3.2.2.27]
K19124|casC,_cse4;_CRISPR_system_Cascade_subunit_CasC
K01925|murD;_UDP-N-acetylmuramoylalanine--D-glutamate_ligase_[EC:6.3.2.9]
K16955|mtsB;_methylated-thiol--corrinoid_protein
K19126|casE,_cse3;_CRISPR_system_Cascade_subunit_CasE
K01924|murC;_UDP-N-acetylmuramate--alanine_ligase_[EC:6.3.2.8]
K10038|glnQ;_glutamine_transport_system_ATP-binding_protein_[EC:7.4.2.1]
K23060|artR,_artM;_arginine/lysine/histidine_transport_system_ATP-binding_protein_[EC:7.4.2.1]
K19046|casB,_cse2;_CRISPR_system_Cascade_subunit_CasB
K26731|CHX,_KHA,_nhaS4;_K+:H+_antiporter
K19123|casA,_cse1;_CRISPR_system_Cascade_subunit_CasA
K06019|ppaX;_pyrophosphatase_PpaX_[EC:3.6.1.1]
K19134|csx10;_CRISPR-associated_protein_Csx10
K14273|xdh;_D-xylose_1-dehydrogenase_(NADP+,_D-xylono-1,5-lactone-forming)_[EC:1.1.1.179]
K10440|rbsC;_ribose_transport_system_permease_protein
K08309|slt;_peptidoglycan_lytic_transglycosylase_[EC:4.2.2.29]
K07790|pagO;_putative_membrane_protein_PagO
K01284|dcp;_peptidyl-dipeptidase_Dcp_[EC:3.4.15.5]
K03696|clpC;_ATP-dependent_Clp_protease_ATP-binding_subunit_ClpC
K03328|TC.PST;_polysaccharide_transporter,_PST_family
K16695|wzxC;_lipopolysaccharide_exporter
K19411|mcsA;_protein_arginine_kinase_activator
K04094|trmFO,_gid;_methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase_[EC:2.1.1.74]
K19405|mcsB;_protein_arginine_kinase_[EC:2.7.14.1]
K05807|bamD;_outer_membrane_protein_assembly_factor_BamD
K02343|dnaX;_DNA_polymerase_III_subunit_gamma/tau_[EC:2.7.7.7]
K15669|hddC;_D-glycero-alpha-D-manno-heptose_1-phosphate_guanylyltransferase_[EC:2.7.7.71]
K02849|waaQ,_rfaQ;_lipopolysaccharide_heptosyltransferase_III_[EC:2.4.99.25]
K04038|chlN;_light-independent_protochlorophyllide_reductase_subunit_N_[EC:1.3.7.7]
K21488|yobK;_antitoxin_YobK
K12063|traC;_conjugal_transfer_ATP-binding_protein_TraC
K09858|K09858;_SEC-C_motif_domain_protein
K02221|yggT;_YggT_family_protein
K12152|nudJ;_phosphatase_NudJ_[EC:3.6.1.-]
K12944|nudI;_nucleoside_triphosphatase_[EC:3.6.1.-]
K23548|hupU;_uptake_hydrogenase_small_subunit_[EC:1.12.99.6]
K22177|fqoJ;_F420H2:quinone_oxidoreductase_subunit_J_[EC:1.1.98.4]
K18997|cbpM;_chaperone_modulatory_protein_CbpM
K23549|hupV;_uptake_hydrogenase_large_subunit_[EC:1.12.99.6]
K05516|cbpA;_curved_DNA-binding_protein
K17462|yrrT;_putative_AdoMet-dependent_methyltransferase_[EC:2.1.1.-]
K08683|HSD17B10;_3-hydroxyacyl-CoA_dehydrogenase_/_3-hydroxy-2-methylbutyryl-CoA_dehydrogenase_[EC:1.1.1.35_1.1.1.178]
K13048|cps;_carboxypeptidase_Ss1_[EC:3.4.17.-]
K03086|rpoD;_RNA_polymerase_primary_sigma_factor
K19517|MIK;_1D-myo-inositol_3-kinase_[EC:2.7.1.64]
K10778|ada;_AraC_family_transcriptional_regulator,_regulatory_protein_of_adaptative_response_/_methylated-DNA-[protein]-cysteine_methyltransferase_[EC:2.1.1.63]
K18199|inhA;_cyclohexyl-isocyanide_hydratase_[EC:4.2.1.103]
K01305|iadA;_beta-aspartyl-dipeptidase_(metallo-type)_[EC:3.4.19.-]
K01775|alr;_alanine_racemase_[EC:5.1.1.1]
K10710|frlD;_fructoselysine_6-kinase_[EC:2.7.1.218]
K10709|frlC;_fructoselysine_3-epimerase_[EC:5.1.3.41]
K07741|antB;_anti-repressor_protein
K00038|E1.1.1.53;_3alpha(or_20beta)-hydroxysteroid_dehydrogenase_[EC:1.1.1.53]
K20201|ywlE;_protein_arginine_phosphatase_[EC:3.9.1.2]
K24163|nhaK;_monovalent_cation/hydrogen_antiporter
K21000|pslG;_polysaccharide_biosynthesis_protein_PslG
K15255|PIF1;_ATP-dependent_DNA_helicase_PIF1_[EC:5.6.2.3]
K00772|mtaP,_MTAP;_5'-methylthioadenosine_phosphorylase_[EC:2.4.2.28]
K07067|disA;_diadenylate_cyclase_[EC:2.7.7.85]
K01185|E3.2.1.17;_lysozyme_[EC:3.2.1.17]
K01283|ACE,_CD143;_peptidyl-dipeptidase_A_[EC:3.4.15.1]
K22705|hpnP;_hopanoid_C-2_methylase_[EC:2.1.1.-]
K02237|comEA;_competence_protein_ComEA
K03771|surA;_peptidyl-prolyl_cis-trans_isomerase_SurA_[EC:5.2.1.8]
K24288|meT1;_MMP_1-O-methyltransferase_[EC:2.1.1.365]
K19789|radD;_DNA_repair_protein_RadD
K01354|ptrB;_oligopeptidase_B_[EC:3.4.21.83]
K07263|pqqL;_zinc_protease_[EC:3.4.24.-]
K11070|potC;_spermidine/putrescine_transport_system_permease_protein
K06980|ygfZ;_tRNA-modifying_protein_YgfZ
K17756|FAO3;_long-chain-alcohol_oxidase_[EC:1.1.3.20]
K11903|hcp;_type_VI_secretion_system_secreted_protein_Hcp
K01417|MEP;_extracellular_elastinolytic_metalloproteinase_[EC:3.4.24.-]
K16148|glgM;_alpha-maltose-1-phosphate_synthase_[EC:2.4.1.342]
K00069|HPGD;_15-hydroxyprostaglandin_dehydrogenase_(NAD)_[EC:1.1.1.141]
K22515|fdwB;_formate_dehydrogenase_beta_subunit_[EC:1.17.1.9]
K11163|DHRS1;_dehydrogenase/reductase_SDR_family_member_1_[EC:1.1.-.-]
K18014|kal;_3-aminobutyryl-CoA_ammonia-lyase_[EC:4.3.1.14]
K01665|pabB;_para-aminobenzoate_synthetase_component_I_[EC:2.6.1.85]
K21700|bauB;_beta-alanine_degradation_protein_BauB
K17758|nnrD;_ADP-dependent_NAD(P)H-hydrate_dehydratase_[EC:4.2.1.136]
K21302|sapM;_phosphatidylinositol-3-phosphatase_[EC:3.1.3.64]
K15532|yteR,_yesR;_unsaturated_rhamnogalacturonyl_hydrolase_[EC:3.2.1.172]
K06886|glbN;_hemoglobin
K09457|queF;_7-cyano-7-deazaguanine_reductase_[EC:1.7.1.13]
