knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K13916	59.93	domain	all	0.994253	536	520	1499	341	7.64	0.590	cathelicidin antimicrobial peptide
K13917	412.77	full	all	0.992804	846	770	2577	649	2.09	0.590	mRNA-capping enzyme [EC:2.7.7.50 3.6.1.74]
K13918	776.00	full	trim	0.952337	405	283	489	445	0.58	0.590	glucarate dehydratase-related protein
K13919	325.80	full	all	0.871185	334	199	308	220	0.99	0.589	propanediol dehydratase medium subunit [EC:4.2.1.28]
K13920	130.00	full	all	0.808507	391	247	233	162	1.32	0.589	propanediol dehydratase small subunit [EC:4.2.1.28]
K13921	494.90	domain	all	0.809738	534	385	580	374	1.61	0.590	1-propanol dehydrogenase
K13922	633.47	domain	all	0.916512	414	311	702	466	1.16	0.590	propionaldehyde dehydrogenase [EC:1.2.1.87]
K13923	263.53	full	all	0.976471	234	133	319	210	1.94	0.590	phosphate propanoyltransferase [EC:2.3.1.222]
K13924	387.40	domain	all	0.985487	1464	1417	17759	1344	5.82	0.590	two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]
K13925	474.60	domain	all	0.939394	30	19	1000	669	1.34	0.590	plasmin and fibronectin-binding protein A
K13926	800.50	domain	all	0.991318	1247	1041	2653	1131	1.62	0.590	ribosome-dependent ATPase
K13927	349.30	full	all	0.880218	121	111	896	460	3.11	0.590	holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]
K13928	257.17	full	all	0.998733	503	398	425	306	1.20	0.590	LysR family transcriptional regulator, malonate utilization transcriptional regulator
K13929	439.87	full	all	1.000000	887	730	717	549	0.75	0.590	malonate decarboxylase alpha subunit [EC:2.3.1.187]
K13930	310.87	full	trim	0.932178	883	771	1226	396	3.65	0.590	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]
K13931	102.20	domain	all	0.970568	850	623	200	104	1.32	0.589	malonate decarboxylase delta subunit
K13932	313.40	full	trim	0.996440	864	639	694	290	1.53	0.589	malonate decarboxylase beta subunit [EC:4.1.1.87]
K13933	205.53	domain	trim	0.878453	790	657	411	257	1.94	0.590	malonate decarboxylase gamma subunit [EC:4.1.1.87]
K13934	72.90	full	all	0.998048	893	770	930	262	6.82	0.590	phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]
K13935	289.47	domain	all	0.996997	569	501	461	311	1.74	0.590	malonate decarboxylase epsilon subunit [EC:2.3.1.39]
K13936	196.67	full	all	0.856202	5056	4370	2029	390	9.52	0.590	malonate transporter and related proteins
K13937	473.93	full	all	1.000000	440	438	1999	945	1.84	0.590	hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]
K13938	211.23	domain	all	0.999197	799	626	360	236	1.89	0.589	dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]
K13939	653.00	full	all	0.973856	79	79	1543	727	1.61	0.590	dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15]
K13940	265.93	domain	trim	0.899064	436	384	2203	451	4.71	0.590	dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]
K13941	579.70	full	all	0.763930	521	388	2131	681	3.13	0.590	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]
K13942	575.00	full	all	1.000000	49	43	417	338	0.59	0.591	5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]
K13943	304.57	domain	all	0.859784	124	120	1432	376	1.73	0.590	cabut
K13944	278.77	full	trim	0.925391	300	273	677	323	1.55	0.590	LOB domain-containing protein 16
K13945	259.67	domain	all	0.876215	490	446	761	257	1.79	0.590	LOB domain-containing protein 29
K13946	293.60	full	all	1.000000	997	900	1431	536	1.31	0.590	auxin influx carrier (AUX1 LAX family)
K13947	236.83	full	all	0.999402	1787	1672	3461	583	1.97	0.590	auxin efflux carrier family protein
K13948	461.47	domain	all	0.951453	1122	1082	1952	455	2.65	0.590	prostaglandin reductase 1 [EC:1.3.1.74 1.3.1.48]
K13949	431.70	full	all	0.984425	440	422	1307	454	1.53	0.591	prostaglandin reductase 2 [EC:1.3.1.48]
K13950	535.77	full	all	0.944921	969	930	6232	1073	3.77	0.590	para-aminobenzoate synthetase [EC:2.6.1.85]
K13951	718.17	domain	all	0.871335	723	703	1415	551	1.97	0.590	alcohol dehydrogenase 1/7 [EC:1.1.1.1]
K13952	637.27	domain	all	0.946104	95	88	631	375	0.73	0.589	alcohol dehydrogenase 6 [EC:1.1.1.1]
K13953	339.47	domain	all	0.848350	5106	4290	2912	475	6.93	0.590	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]
K13954	563.37	full	all	0.975841	971	785	799	413	1.17	0.590	alcohol dehydrogenase [EC:1.1.1.1]
K13955	305.27	domain	all	0.994374	398	355	455	333	1.43	0.590	zinc-binding alcohol dehydrogenase/oxidoreductase
K13956	586.60	domain	all	0.926409	653	591	3509	704	7.89	0.590	actin-binding protein IPP
K13957	590.37	full	trim	0.991795	494	491	2667	890	1.85	0.589	kelch-like protein 33
K13958	633.33	full	all	0.979138	390	344	2062	764	2.41	0.590	kelch-like protein 36
K13959	622.03	domain	all	0.984153	492	482	1732	688	2.89	0.590	kelch-like protein 38
K13960	219.40	domain	all	0.981725	710	666	1726	447	3.78	0.590	ubiquitin-conjugating enzyme E2 T [EC:2.3.2.23]
K13961	1223.60	full	all	0.982386	264	261	1433	793	0.70	0.590	solute carrier family 9 (sodium/hydrogen exchanger), member 4
K13962	686.10	full	all	0.998004	261	253	1200	655	0.76	0.588	solute carrier family 26 (anion exchange transporter), member 7
K13963	436.13	domain	all	0.432748	3240	3109	11963	790	12.33	0.590	serpin B
K13964	616.57	domain	all	1.000000	138	125	577	380	0.58	0.592	serpin B7
K13965	589.47	domain	all	0.810905	185	177	986	414	4.18	0.590	serpin B8
K13966	601.47	domain	trim	0.628036	471	455	2993	677	4.18	0.590	serpin B11/12
K13967	336.43	full	trim	0.904419	80	41	660	506	1.27	0.590	N-acetylmannosamine-6-phosphate 2-epimerase / N-acetylmannosamine kinase [EC:5.1.3.9 2.7.1.60]
K13968	-	-	-	-	2	2	446	446	0.39	0.593	cysteine proteinase
K13969	1108.20	full	all	1.000000	3	3	798	687	0.52	0.588	adhesin
K13970	1337.90	full	all	1.000000	9	9	1396	1253	0.69	0.587	galactose-inhibitable lectin heavy subunit
K13971	286.60	full	all	1.000000	15	14	357	266	0.73	0.591	galactose-inhibitable lectin light subunit
K13972	1407.30	full	all	1.000000	5	5	1175	1105	0.53	0.588	galactose-inhibitable lectin intermediate subunit
K13973	101.73	domain	trim	0.642617	14	11	146	102	1.09	0.590	pore-forming peptide ameobapore
K13974	-	-	-	-	2	2	134	134	0.40	0.588	calcium-binding protein
K13975	-	-	-	-	2	2	1279	1279	0.38	0.590	phagosome-associated TMK96
K13976	1315.80	full	all	1.000000	3	3	606	602	0.41	0.592	p21-activated kinase
K13977	266.80	full	all	1.000000	3	3	150	145	0.47	0.592	LIM domain-containing protein
K13978	843.23	full	all	1.000000	4	4	682	590	0.53	0.587	actinin-like protein
K13979	519.13	domain	all	0.927497	3461	2995	1137	405	1.56	0.589	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
K13980	662.10	domain	all	0.964394	170	160	662	380	0.65	0.587	alcohol dehydrogenase 4 [EC:1.1.1.1]
K13981	554.40	domain	all	0.868995	154	147	1460	370	1.65	0.589	1,5-anhydro-D-fructose reductase [EC:1.1.1.263]
K13982	727.57	domain	all	0.922498	675	663	4563	679	2.76	0.590	probable ATP-dependent RNA helicase DDX4 [EC:3.6.4.13]
K13983	909.33	full	all	0.978205	586	584	7350	1374	2.82	0.590	RNA helicase MOV10L1 [EC:3.6.4.13]
K13984	320.03	domain	trim	0.935340	677	647	2786	559	5.12	0.590	thioredoxin domain-containing protein 5 [EC:5.3.4.1]
K13985	110.90	full	all	0.994671	883	840	4290	626	4.77	0.590	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]
K13986	2075.63	full	all	0.940119	377	372	3283	1386	1.10	0.589	mitogen-activated protein kinase kinase kinase 15 [EC:2.7.11.25]
K13987	235.63	full	all	0.979099	458	411	805	298	2.56	0.590	ADP-ribose diphosphatase / 8-oxo-dGDP phosphatase / ADP-D-ribose pyrophosphorylase [EC:3.6.1.13 3.6.1.58 2.7.7.96]
K13988	432.57	full	trim	0.904119	702	676	2217	450	4.46	0.590	ADP-ribose diphosphatase [EC:3.6.1.13]
K13989	212.47	full	all	0.894920	1951	1637	2998	295	6.11	0.590	Derlin-2/3
K13990	501.57	full	all	0.972477	540	535	1869	731	1.68	0.589	glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]
K13991	120.27	full	all	0.996942	177	167	536	280	2.06	0.590	photosynthetic reaction center H subunit
K13992	99.37	full	all	1.000000	122	117	801	371	2.45	0.590	photosynthetic reaction center cytochrome c subunit
K13993	74.53	domain	all	0.923525	14542	12923	6326	257	34.31	0.590	HSP20 family protein
K13994	50.40	full	all	1.000000	9	6	85	80	1.50	0.709	photosynthetic reaction center PufX protein
K13995	167.30	full	all	0.955187	838	759	646	285	4.99	0.590	maleamate amidohydrolase [EC:3.5.1.107]
K13996	347.83	domain	all	0.899348	151	149	1696	655	3.86	0.590	protein disulfide-isomerase [EC:5.3.4.1]
K13997	583.47	domain	all	0.926501	441	436	1818	579	2.17	0.590	dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex
K13998	629.83	full	all	0.970682	366	352	1521	626	1.65	0.590	dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]
K13999	247.97	full	all	1.000000	393	387	2476	705	3.12	0.590	cytoskeleton-associated protein 4
K14000	287.73	domain	all	0.901429	573	573	9580	1101	6.18	0.590	ribosome-binding protein 1
K14001	147.67	full	all	0.976063	674	662	2293	530	8.26	0.590	nucleotide exchange factor SIL1
K14002	400.60	domain	all	0.984064	165	160	1062	567	1.54	0.591	DnaJ-related protein SCJ1
K14003	126.00	domain	trim	0.995308	1131	1069	3900	536	8.62	0.590	prolactin regulatory element-binding protein
K14004	267.13	full	all	0.986948	1316	1118	3110	552	3.28	0.590	protein transport protein SEC13
K14005	208.20	full	all	0.998242	1434	1423	10237	1177	4.54	0.590	protein transport protein SEC31
K14006	292.17	full	all	0.999717	1990	1762	5482	1141	3.08	0.590	protein transport protein SEC23
K14007	197.10	full	all	0.997327	3228	3180	15718	1341	7.27	0.590	protein transport protein SEC24
K14008	268.27	full	all	0.998325	640	598	2193	553	2.22	0.591	endoplasmic reticulum lectin 1
K14009	41.73	full	all	0.981362	1507	1373	1891	298	9.54	0.590	B-cell receptor-associated protein 31
K14010	534.43	domain	all	0.826638	978	863	1367	394	1.84	0.590	translocating chain-associated membrane protein 1
K14011	151.67	full	all	0.997519	831	808	2119	477	4.18	0.590	UBX domain-containing protein 6
K14012	368.10	full	all	0.863528	1339	1246	3829	535	6.95	0.590	UBX domain-containing protein 1
K14013	318.53	domain	all	1.000000	38	38	970	580	2.12	0.590	UBX domain-containing protein 2
K14014	27.20	full	all	0.984253	575	471	584	165	6.71	0.590	small VCP/p97-interacting protein
K14015	60.50	domain	all	0.996044	1081	1008	3937	746	4.57	0.590	nuclear protein localization protein 4
K14016	90.37	full	all	0.995599	1454	1248	3722	468	5.81	0.590	ubiquitin fusion degradation protein 1
K14017	108.17	full	all	1.000000	38	37	375	191	2.62	0.590	HSP70 co-chaperone SNL1
K14018	209.77	domain	all	0.991649	1055	1020	3667	844	5.21	0.590	phospholipase A-2-activating protein
K14019	241.03	full	all	0.943590	158	158	2667	703	3.42	0.590	protein phosphatase 1 regulatory subunit 15A
K14020	232.80	domain	all	1.000000	710	704	4816	934	3.40	0.590	wolfamin
K14021	145.50	full	trim	0.965769	347	303	1225	321	4.47	0.590	Bcl-2 homologous antagonist/killer
K14022	77.47	domain	all	0.947040	156	153	558	214	4.62	0.590	coupling of ubiquitin conjugation to ER degradation protein 1
K14023	498.47	full	trim	0.945507	38	34	1260	797	1.96	0.590	ERAD-associated E3 ubiquitin-protein ligase component HRD3
K14024	225.73	full	trim	0.974359	22	19	1396	834	2.47	0.590	U1 SNP1-associating protein 1
K14025	51.77	full	all	0.997129	569	521	935	242	5.32	0.590	selenoprotein S
K14026	346.53	domain	all	0.961376	1261	1205	9484	778	6.14	0.590	SEL1 protein
K14027	256.23	domain	all	1.000000	391	376	1165	520	1.76	0.591	homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein
K14028	1078.30	full	all	0.994152	96	86	697	623	0.53	0.592	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]
K14029	91.90	domain	trim	0.983041	99	87	160	98	0.92	0.590	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]
K14030	697.30	full	all	0.985185	72	69	789	451	0.63	0.592	nuclear receptor subfamily 2 group B member 4
K14031	582.53	domain	all	0.572716	88	83	1577	626	1.56	0.590	nuclear receptor subfamily 2 group C
K14032	816.10	full	all	0.789127	171	155	1998	529	1.11	0.590	nuclear receptor subfamily 2 group F member 3
K14033	497.23	full	all	0.954998	217	206	3075	563	1.68	0.590	nuclear receptor subfamily 1 group F member 4
K14034	578.33	full	trim	0.899154	197	190	2925	627	1.71	0.590	ecdysone receptor
K14035	245.97	domain	trim	0.857553	219	214	2955	668	5.46	0.590	nuclear receptor subfamily 1 group I
K14036	-	-	-	-	3	2	830	829	0.39	0.588	ent-cassa-12,15-diene synthase [EC:4.2.3.28]
K14037	1785.40	full	all	1.000000	4	3	816	815	0.42	0.591	ent-sandaracopimaradiene/labdatriene synthase [EC:4.2.3.29 4.2.3.99]
K14038	-	-	-	-	3	2	821	821	0.39	0.588	ent-pimara-8(14),15-diene synthase [EC:4.2.3.30]
K14039	-	-	-	-	1	1	499	499	0.39	0.594	taxadiene 5alpha-hydroxylase [EC:1.14.14.176]
K14040	-	-	-	-	2	2	487	483	0.39	0.585	abieta-7,13-dien-18-ol hydroxylase [EC:1.14.14.145]
K14041	-	-	-	-	1	1	873	873	0.38	0.593	levopimaradiene/copalyl diphosphate synthase [EC:4.2.3.32 5.5.1.12]
K14042	-	-	-	-	1	1	867	867	0.38	0.588	isopimara-7,15-diene synthase /copalyl diphosphate synthase [EC:4.2.3.44 5.5.1.12]
K14043	1152.50	full	all	0.972355	53	52	991	767	0.72	0.589	syn-copalyl-diphosphate synthase [EC:5.5.1.14]
K14044	-	-	-	-	2	2	836	822	0.45	0.587	stemar-13-ene synthase [EC:4.2.3.33]
K14045	-	-	-	-	2	2	816	816	0.39	0.585	stemod-13(17)-ene synthase [EC:4.2.3.34]
K14046	1641.33	full	all	0.811111	14	13	878	836	0.51	0.592	syn-pimara-7,15-diene synthase [EC:4.2.3.35]
K14047	-	-	-	-	1	1	719	719	0.39	0.594	fusicocca-2,10(14)-diene synthase [EC:4.2.3.43]
K14048	303.87	domain	all	0.886558	524	458	583	269	1.76	0.590	urease subunit gamma/beta [EC:3.5.1.5]
K14050	163.43	domain	all	0.989700	950	923	3745	778	6.33	0.590	geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]
K14051	711.43	full	all	1.000000	409	296	761	662	0.87	0.589	c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52]
K14052	355.07	full	all	0.998033	944	764	1049	468	1.62	0.590	putrescine importer
K14053	55.40	full	all	1.000000	173	109	446	313	2.05	0.591	outer membrane protein G
K14054	142.27	domain	all	0.985552	646	457	977	324	7.05	0.590	murein peptide amidase A
K14055	147.97	full	all	0.995731	1689	1287	879	370	8.52	0.590	universal stress protein E
K14056	114.13	full	all	0.980766	328	160	328	186	1.96	0.589	HTH-type transcriptional regulator, repressor for puuD
K14057	291.50	domain	all	0.900585	889	689	645	322	5.35	0.590	LysR family transcriptional regulator, regulator of abg operon
K14058	172.13	full	all	0.999164	3748	2992	1482	441	4.69	0.590	tRNA 2-thiocytidine biosynthesis protein TtcA
K14059	183.17	domain	all	0.947733	1691	1486	3671	554	20.21	0.590	integrase
K14060	124.60	full	trim	0.914957	680	505	560	236	7.18	0.590	putative DNA-invertase from lambdoid prophage Rac
K14061	139.67	domain	all	0.582167	860	590	254	141	3.50	0.590	universal stress protein F
K14062	545.40	full	trim	0.765803	548	344	831	377	3.34	0.590	outer membrane protein N
K14063	146.63	full	all	0.993111	514	437	1021	437	7.06	0.590	AraC family transcriptional regulator, positive regulator of tynA and feaB
K14064	176.87	full	all	0.991914	366	188	187	140	1.14	0.590	universal stress protein C
K14065	308.37	full	all	1.000000	85	8	146	142	0.40	0.592	universal stress protein D
K14066	414.57	full	all	0.977959	290	278	1686	543	2.46	0.590	geranyl diphosphate synthase [EC:2.5.1.1]
K14067	613.97	domain	all	0.973331	165	150	425	392	0.86	0.590	malate-CoA ligase subunit beta [EC:6.2.1.9]
K14068	532.60	full	all	1.000000	65	50	692	594	1.06	0.590	methanophenazine hydrogenase, large subunit [EC:1.12.98.3]
K14069	165.23	full	all	1.000000	63	49	329	257	1.23	0.590	methanophenazine hydrogenase, cytochrome b subunit [EC:1.12.98.3]
K14070	469.10	full	all	1.000000	60	47	509	387	0.79	0.591	methanophenazine hydrogenase [EC:1.12.98.3]
K14071	390.07	domain	all	0.872524	259	252	1816	478	2.67	0.590	leucokinin receptor
K14072	393.53	domain	all	0.814441	372	359	2400	483	4.25	0.590	RYamide receptor
K14073	561.37	domain	all	0.372897	1091	1071	3895	588	6.70	0.590	pancreatic triacylglycerol lipase [EC:3.1.1.3]
K14074	661.77	full	all	0.367478	485	471	3654	560	4.36	0.590	pancreatic lipase-related protein 1 [EC:3.1.1.3]
K14075	639.93	domain	all	0.569720	333	328	2583	575	3.97	0.590	pancreatic lipase-related protein 2 [EC:3.1.1.3]
K14076	715.40	domain	trim	0.837861	300	298	1828	581	2.30	0.589	pancreatic lipase-related protein 3 [EC:3.1.1.3]
K14077	457.00	full	all	0.993258	448	446	3795	849	1.60	0.590	two pore calcium channel protein 2
K14078	1076.23	full	all	0.974470	465	458	1684	796	0.84	0.591	solute carrier family 26 (chloride anion exchanger), member 3
K14079	256.33	domain	all	0.987642	655	615	5039	604	3.67	0.590	poly(A) RNA polymerase GLD2 [EC:2.7.7.19]
K14080	376.70	full	all	0.858931	206	179	726	351	4.05	0.590	[methyl-Co(III) methanol/glycine betaine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246 2.1.1.377]
K14081	301.40	full	all	0.990476	134	108	347	257	1.14	0.590	methanol corrinoid protein
K14082	438.03	full	trim	0.878853	59	50	571	339	2.06	0.590	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]
K14083	90.30	full	all	0.895569	1203	1132	1783	1290	2.43	0.590	trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
K14084	283.87	full	all	0.436296	198	175	394	219	3.42	0.590	trimethylamine corrinoid protein
K14085	788.57	full	all	0.972003	869	828	1667	663	1.58	0.589	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
K14086	490.27	full	all	0.996764	173	157	1226	638	1.77	0.590	ech hydrogenase subunit A
K14087	263.97	full	all	0.959732	173	156	355	283	1.34	0.589	ech hydrogenase subunit B
K14088	227.43	domain	all	0.946088	192	161	321	168	0.81	0.593	ech hydrogenase subunit C
K14089	71.70	full	all	0.972439	139	125	309	141	2.55	0.590	ech hydrogenase subunit D
K14090	457.93	full	all	0.888626	218	201	537	359	1.62	0.590	ech hydrogenase subunit E
K14091	113.03	domain	all	0.951385	160	141	303	137	1.87	0.590	ech hydrogenase subunit F
K14092	73.90	full	all	0.989247	54	49	179	107	1.59	0.590	energy-converting hydrogenase A subunit A
K14093	228.23	full	all	1.000000	69	62	189	162	0.66	0.588	energy-converting hydrogenase A subunit B
K14094	89.27	full	all	1.000000	64	55	130	81	1.39	0.701	energy-converting hydrogenase A subunit C
K14095	62.70	full	all	1.000000	66	55	122	88	1.60	0.647	energy-converting hydrogenase A subunit D
K14096	71.67	full	all	1.000000	68	56	101	86	1.23	0.662	energy-converting hydrogenase A subunit E
K14097	197.23	full	all	1.000000	68	59	243	157	0.78	0.590	energy-converting hydrogenase A subunit F
K14098	219.83	full	all	1.000000	69	61	308	218	0.86	0.590	energy-converting hydrogenase A subunit G
K14099	191.33	full	all	1.000000	70	60	244	222	0.94	0.591	energy-converting hydrogenase A subunit H
K14100	48.07	full	all	0.976190	55	44	118	68	4.10	0.827	energy-converting hydrogenase A subunit I
K14101	360.67	full	all	1.000000	69	61	310	286	0.79	0.591	energy-converting hydrogenase A subunit J
K14102	57.03	full	all	0.963845	52	44	119	85	4.14	0.669	energy-converting hydrogenase A subunit K
K14103	89.50	full	all	0.979167	55	49	156	96	1.64	0.595	energy-converting hydrogenase A subunit L
K14104	58.33	domain	all	1.000000	62	55	215	135	2.52	0.590	energy-converting hydrogenase A subunit M
K14105	236.80	full	all	0.974359	72	63	167	151	0.83	0.591	energy-converting hydrogenase A subunit N
K14106	537.47	full	all	1.000000	69	61	456	375	0.74	0.591	energy-converting hydrogenase A subunit O
