K00844	HKhexokinase[EC2.7.1.1]
K01308	yqgTg-D-glutamyl-meso-diaminopimelatepeptidase[EC3.4.19.11]
K08640	E3.4.17.14zincD-Ala-D-Alacarboxypeptidase[EC3.4.17.14]
K17733	cwlKpeptidoglycanLD-endopeptidaseCwlK[EC3.4.-.-]
K01407	ptrAproteaseIII[EC3.4.24.55]
K01411	NRD1nardilysin[EC3.4.24.61]
K25894	SPPstromalprocessingpeptidasechloroplastic[EC3.4.24.-]
K01422	AXL1proteaseAXL1[EC3.4.24.-]
K06972	PITRM1PrePCYM1presequenceprotease[EC3.4.24.-]
K01412	PMPCAMAS2mitochondrial-processingpeptidasesubunitalpha[EC3.4.24.64]
K17732	PMPCBMAS1mitochondrial-processingpeptidasesubunitbeta[EC3.4.24.64]
K07263	pqqLzincprotease[EC3.4.24.-]
K09611	NPEPL1probableaminopeptidaseNPEPL1[EC3.4.11.-]
K01268	LAP4aminopeptidaseI[EC3.4.11.22]
K01267	DNPEPaspartylaminopeptidase[EC3.4.11.21]
K01273	DPEPmembranedipeptidase[EC3.4.13.19]
K01295	cpgglutamatecarboxypeptidase[EC3.4.17.11]
K01293	E3.4.17.4Gly-Xaacarboxypeptidase[EC3.4.17.4]
K01274	pepVbeta-Ala-Xaadipeptidase[EC3.4.13.-]
K13049	PM20D1carboxypeptidasePM20D1[EC3.4.17.-]
K14262	DUG2di-andtripeptidase[EC3.4.-.-]
K01258	pepTtripeptideaminopeptidase[EC3.4.11.4]
K13048	cpscarboxypeptidaseSs1[EC3.4.17.-]
K01436	yhaAamidohydrolase[EC3.5.1.-]
K21613	scmPN-acetylcysteinedeacetylase[EC3.5.1.-]
K01451	hipOhippuratehydrolase[EC3.5.1.32]
K12940	abgAaminobenzoyl-glutamateutilizationproteinA
K12941	abgBaminobenzoyl-glutamateutilizationproteinB
K25379	iaaHindole-3-acetyl-L-aspartatehydrolase[EC3.5.1.134]
K26141	PM20D2Xaa-Argdipeptidase[EC3.4.13.4]
K14664	ILR1IAA-aminoacidhydrolase[EC3.5.1.-]
K21604	IAR3ILL6jasmonoyl-L-aminoacidhydrolase[EC3.5.1.127]
K14665	amhXamidohydrolase[EC3.5.1.-]
K23980	tpdAcysteinylglycine-S-conjugatedipeptidase[EC3.4.13.23]
K20749	E3.4.24.32beta-lyticmetalloendopeptidase[EC3.4.24.32]
K21472	lytHpeptidoglycanLD-endopeptidaseLytH[EC3.4.-.-]
K19304	mepMmureinDD-endopeptidase[EC3.4.24.-]
K08259	lytMlysostaphin[EC3.4.24.75]
K01265	mapmethionylaminopeptidase[EC3.4.11.18]
K01271	pepQXaa-Prodipeptidase[EC3.4.13.9]
K14213	PEPDXaa-Prodipeptidase[EC3.4.13.9]
K01262	pepPXaa-Proaminopeptidase[EC3.4.11.9]
K18573	ICP55intermediatecleavingpeptidase55[EC3.4.11.26]
K08326	ypdFaminopeptidase[EC3.4.11.-]
K01390	igaIgA-specificmetalloendopeptidase[EC3.4.24.13]
K08643	zmpBzincmetalloproteaseZmpB[EC3.4.24.-]
K08644	tetXtentoxilysin[EC3.4.24.68]
K06011	boNTbotulinumneurotoxin[EC3.4.24.69]
K01264	APE3aminopeptidaseY[EC3.4.11.15]
K05994	E3.4.11.10bacterialleucylaminopeptidase[EC3.4.11.10]
K19702	E3.4.11.24aminopeptidaseS[EC3.4.11.24]
K09612	iapalkalinephosphataseisozymeconversionprotein[EC3.4.11.-]
K19701	ywaDaminopeptidaseYwaD[EC3.4.11.63.4.11.10]
K01301	NAALADN-acetylated-alpha-linkedacidicdipeptidase[EC3.4.17.21]
K01302	CPQcarboxypeptidaseQ[EC3.4.17.-]
K00683	QPCTglutaminyl-peptidecyclotransferase[EC2.3.2.5]
K26499	NCLNBOScomplexsubunitNCLN
K19689	ampSpepSampTaminopeptidase[EC3.4.11.-]
K01299	E3.4.17.19carboxypeptidaseTaq[EC3.4.17.19]
K20109	zmp1Pro-Proendopeptidase[EC3.4.24.89]
K19305	NPIIdeuterolysin[EC3.4.24.39]
K08646	MEPpeptidyl-Lysmetalloendopeptidase[EC3.4.24.20]
K01417	MEPextracellularelastinolyticmetalloproteinase[EC3.4.24.-]
K01305	iadAbeta-aspartyl-dipeptidase(metallo-type)[EC3.4.19.-]
K03798	ftsHhflBcelldivisionproteaseFtsH[EC3.4.24.-]
K09552	SPG7spasticparaplegia7[EC3.4.24.-]
K01261	pepAglutamylaminopeptidase[EC3.4.11.7]
K18530	frvXputativeaminopeptidaseFrvX[EC3.4.11.-]
K20608	tettetrahedralaminopeptidase[EC3.4.11.-]
K20609	sgcXputativeaminopeptidase[EC3.4.11.-]
K01269	yhfEaminopeptidase[EC3.4.11.-]
K07762	PAPPApappalysin-1[EC3.4.24.79]
K08647	PAPPA2pappalysin-2[EC3.4.24.-]
K25978	G1LPoxviridaemetalloendopeptidaseG1[EC3.4.24.-]
K03799	htpXheatshockproteinHtpX[EC3.4.24.-]
K07387	K07387metalloprotease[EC3.4.24.-]
K01423	bepAbeta-barrelassembly-enhancingprotease[EC3.4.-.-]
K01277	DPP3dipeptidyl-peptidaseIII[EC3.4.14.4]
K06402	spoIVFBstageIVsporulationproteinFB[EC3.4.24.-]
K25380	EGYzincmetalloproteaseEGYchloroplastic[EC3.4.24.-]
K16922	yydHputativepeptidezincmetalloproteaseprotein
K06974	amzAAMZ2AMZ1archaemetzincin[EC3.4.-.-]
K16203	dppA1D-aminopeptidase[EC3.4.11.-]
K09613	COPS5CSN5COP9signalosomecomplexsubunit5[EC3.4.-.-]
K11867	STAMBPL1AMSH-likeprotease[EC3.4.19.12]
K11865	MYSM1histoneH2Adeubiquitinase[EC3.4.19.-]
K20110	JAMM1desampylase[EC3.4.19.15]
K23743	E3.4.24.33peptidyl-Aspmetalloendopeptidase[EC3.4.24.33]
K06336	tasAcotNsporecoat-associatedproteinN
K07261	mepApenicillin-insensitivemureinDD-endopeptidase[EC3.4.24.-]
K22685	WSS1DNA-dependentmetalloproteaseWSS1[EC3.4.24.-]
K24131	prsWproteasePrsW[EC3.4.-.-]
K21429	impAimmunomodulatingmetalloprotease
K09933	mtfAMtfApeptidase
K26802	alphaAlphanodaviruscapsidproteinalpha[EC3.4.23.44]
K01266	dmpAdapD-aminopeptidase[EC3.4.11.19]
K20750	bapAbeta-peptidylaminopeptidase[EC3.4.11.25]
K08460	ADGRA1GPR123adhesionGprotein-coupledreceptorA1
K08461	ADGRA2GPR124adhesionGprotein-coupledreceptorA2
K08462	ADGRA3GPR125adhesionGprotein-coupledreceptorA3
K04597	ADGRB2BAI2adhesionGprotein-coupledreceptorB2
K04598	ADGRB3BAI3adhesionGprotein-coupledreceptorB3
K08465	ADGRD1GPR133adhesionG-proteincoupledreceptorD1
K08466	ADGRD2GPR144adhesionG-proteincoupledreceptorD2
K04591	ADGRE1EMR1adhesionGprotein-coupledreceptorE1
K08443	ADGRE2EMR2CD312adhesionGprotein-coupledreceptorE2
K08444	ADGRE3EMR3adhesionGprotein-coupledreceptorE3
K08445	ADGRE4EMR4adhesionGprotein-coupledreceptorE4
K08446	ADGRE5CD97CD97antigen
K08453	ADGRF1GPR110adhesionG-proteincoupledreceptorF1
K08454	ADGRF2GPR111adhesionG-proteincoupledreceptorF2
K08456	ADGRF3GPR113adhesionG-proteincoupledreceptorF3
K08457	ADGRF4GPR115adhesionG-proteincoupledreceptorF4
K08458	ADGRF5GPR116adhesionG-proteincoupledreceptorF5
K08450	ADGRG1GPR56adhesionG-proteincoupledreceptorG1
K08451	ADGRG2GPR64adhesionG-proteincoupledreceptorG2
K08452	ADGRG3GPR97adhesionG-proteincoupledreceptorG3
K08455	ADGRG4GPR112adhesionG-proteincoupledreceptorG4
K08459	ADGRG5GPR114adhesionG-proteincoupledreceptorG5
K08463	ADGRG6GPR126adhesionG-proteincoupledreceptorG6
K08464	ADGRG7GPR128adhesionG-proteincoupledreceptorG7
K04592	ADGRL1LPHN1adhesionGprotein-coupledreceptorL1
K04593	ADGRL2LPHN2adhesionGprotein-coupledreceptorL2
K04594	ADGRL3LPHN3adhesionGprotein-coupledreceptorL3
K04595	ADGRL4ELTD1adhesionGprotein-coupledreceptorL4
K18263	ADGRV1GPR98USH2CadhesionG-proteincoupledreceptorV1
K04600	CELSR1cadherinEGFLAGseven-passG-typereceptor1
K04601	CELSR2cadherinEGFLAGseven-passG-typereceptor2
K04602	CELSR3cadherinEGFLAGseven-passG-typereceptor3
K08661	MCPT1mastcellpeptidase1[EC3.4.21.-]
K08662	MCPT2mastcellpeptidase2[EC3.4.21.-]
K09614	CORINatrialnatriureticpeptide-convertingenzyme[EC3.4.21.-]
K01362	OVCHovochymase[EC3.4.21.-]
K20111	OVCH2oviductin[EC3.4.21.120]
K09615	TPSG1tryptasegamma1[EC3.4.21.-]
K08648	HABP2hyaluronanbindingprotein2[EC3.4.21.-]
K20751	E3.4.21.99spermosin[EC3.4.21.99]
K20752	E3.4.21.49hypoderminC[EC3.4.21.49]
K01316	TMPRSS15PRSS7enterokinase[EC3.4.21.9]
K08664	PRSS8prostasin[EC3.4.21.-]
K09624	PRSS12neurotrypsin[EC3.4.21.-]
K09625	PRSS21testisin[EC3.4.21.-]
K09626	PRSS22BSSP4brain-specificserineprotease4[EC3.4.21.-]
K09628	PRSS27serineprotease27[EC3.4.21.-]
K09629	PRSS33serineprotease33[EC3.4.21.-]
K09630	PRSS36polyserase2[EC3.4.21.-]
K25708	PRSS53serineprotease53[EC3.4.21.-]
K23440	PRSS56serineprotease56[EC3.4.21.-]
K23011	PRSS57NSP4serineprotease57[EC3.4.21.-]
K22367	PRSS58serineprotease58[EC3.4.21.-]
K01350	PRTN3myeloblastin[EC3.4.21.76]
K09616	GZMHCTSGL2granzymeH(cathepsinG-like2)[EC3.4.21.-]
K08663	GZMKgranzymeK[EC3.4.21.-]
K08649	GZMMgranzymeM[EC3.4.21.-]
K01326	CELA1pancreaticelastaseI[EC3.4.21.36]
K01311	CTRCchymotrypsinC[EC3.4.21.2]
K08666	KLK4PRSS17kallikrein4[EC3.4.21.-]
K09617	KLK5kallikrein5[EC3.4.21.-]
K08667	KLK6PRSS9kallikrein6[EC3.4.21.-]
K08668	KLK7PRSS6kallikrein7[EC3.4.21.117]
K08650	KLK8PRSS19kallikrein8[EC3.4.21.118]
K09618	KLK9kallikrein9[EC3.4.21.-]
K09619	KLK10PRSSL1kallikrein10[EC3.4.21.-]
K09620	KLK11PRSS20kallikrein11[EC3.4.21.-]
K09462	E3.4.21.119glandularkallikrein13[EC3.4.21.119]
K09621	KLK12kallikrein12[EC3.4.21.-]
K09463	KLK13kallikrein13[EC3.4.21.119]
K09622	KLK14kallikrein14[EC3.4.21.-]
K09623	KLK15kallikrein15[EC3.4.21.-]
K01339	KLK16g-renin[EC3.4.21.54]
K20137	BXvenombinA[EC3.4.21.74]
K24791	C1RLcomplementC1rsubcomponent-likeprotein[EC3.4.21.-]
K24132	Sp7serineprotease7[EC3.4.21.-]
K22079	E3.4.21.84limulusclottingfactorC[EC3.4.21.84]
K22080	E3.4.21.85limulusclottingfactorB[EC3.4.21.85]
K20753	E3.4.21.86limulusclottingenzyme[EC3.4.21.86]
K01317	ACRacrosin[EC3.4.21.10]
K24133	Sbserineproteinasestubble[EC3.4.21.-]
K09631	HGFAChepatocytegrowthfactoractivator[EC3.4.21.-]
K09634	TMPRSS3transmembraneproteaseserine3[EC3.4.21.-]
K09636	TMPRSS5transmembraneproteaseserine5[EC3.4.21.-]
K09637	TMPRSS6transmembraneproteaseserine6[EC3.4.21.-]
K09638	TMPRSS7transmembraneproteaseserine7[EC3.4.21.-]
K09639	TMPRSS8transmembraneproteaseserine8[EC3.4.21.-]
K09640	TMPRSS9transmembraneproteaseserine9[EC3.4.21.-]
K09750	TMPRSS11Atransmembraneproteaseserine11A[EC3.4.21.-]
K09751	TMPRSS11Btransmembraneproteaseserine11B[EC3.4.21.-]
K14359	TMPRSS11Ctransmembraneproteaseserine11C[EC3.4.21.-]
K09642	TMPRSS11Etransmembraneproteaseserine11E[EC3.4.21.-]
K09752	TMPRSS11Ftransmembraneproteaseserine11F[EC3.4.21.-]
K18769	TMPRSS11Gtransmembraneproteaseserine11G[EC3.4.21.-]
K09643	TMPRSS13TMPRSS11transmembraneproteaseserine13
K04775	ydgDproteaseYdgD[EC3.4.21.-]
K16142	HPhaptoglobin
K20677	HAYANserineproteaseHayan[EC3.4.21.-]
K04772	degQhhoAserineproteaseDegQ[EC3.4.21.-]
K04691	hhoBdegSserineproteaseDegS[EC3.4.21.-]
K08784	HTRA1PRSS11HtrAserinepeptidase1[EC3.4.21.-]
K08785	HTRA3HtrAserinepeptidase3[EC3.4.21.-]
K08786	HTRA4HtrAserinepeptidase4[EC3.4.21.-]
K23012	TYSND1peroxisomalleaderpeptide-processingprotease[EC3.4.21.-]
K25895	DEGP1proteaseDo-like1chloroplastic[EC3.4.21.-]
K25896	DEGP2proteaseDo-like2chloroplastic[EC3.4.21.-]
K25897	DEGP9proteaseDo-like9[EC3.4.21.-]
K01337	E3.4.21.50lysylendopeptidase[EC3.4.21.50]
K09627	PRSS23serineprotease23[EC3.4.21.-]
K22686	NMA111pro-apoptoticserineproteaseNMA111[EC3.4.21.-]
K18544	sprAstreptogrisinA[EC3.4.21.80]
K18545	sprBstreptogrisinB[EC3.4.21.81]
K18546	sprCstreptogrisinC[EC3.4.21.-]
K18547	sprDstreptogrisinD[EC3.4.21.-]
K18548	sprEglutamylendopeptidaseII[EC3.4.21.82]
K20136	alpha-LPalpha-lyticendopeptidase[EC3.4.21.12]
K25929	CAlphaviruscapsidprotein[EC3.4.21.90]
K01347	igaIgA-specificserineendopeptidase[EC3.4.21.72]
K01342	aprEsubtilisin[EC3.4.21.62]
K13274	wprAcellwall-associatedprotease[EC3.4.21.-]
K08651	E3.4.21.66thermitase[EC3.4.21.66]
K13276	bprbacillopeptidaseF[EC3.4.21.-]
K01361	E3.4.21.96lactocepin[EC3.4.21.96]
K08652	C5APscpAscpBC5apeptidase[EC3.4.21.110]
K13275	ispmajorintracellularserineprotease[EC3.4.21.-]
K20754	pstIaqualysin1[EC3.4.21.111]
K18549	ALPoryzin[EC3.4.21.63]
K01341	KEX2kexin[EC3.4.21.61]
K01359	PCSK1proproteinconvertasesubtilisin/kexintype1[EC3.4.21.93]
K01360	PCSK2proproteinconvertasesubtilisin/kexintype2[EC3.4.21.94]
K08671	PCSK4proproteinconvertasesubtilisin/kexintype4[EC3.4.21.-]
K08654	PCSK5proproteinconvertasesubtilisin/kexintype5[EC3.4.21.-]
K08672	PCSK6proproteinconvertasesubtilisin/kexintype6[EC3.4.21.-]
K08673	PCSK7proproteinconvertasesubtilisin/kexintype7[EC3.4.21.-]
K14647	vprminorextracellularserineproteaseVpr[EC3.4.21.-]
K20755	E3.4.21.121Lys-Lys/Arg-Xaaendopeptidase[EC3.4.21.121]
K13277	eprminorextracellularproteaseEpr[EC3.4.21.-]
K14743	mycPmembrane-anchoredmycosinMYCP[EC3.4.21.-]
K17734	aprXserineproteaseAprX[EC3.4.21.-]
K24454	patGthiazolinedehydrogenase/protease[EC1.3.3.163.4.-.-]
K25898	CRSPCO(2)-responsesecretedprotease
K14644	OSW3RRT12subtilase-typeproteinaseRRT12[EC3.4.21.-]
K01280	TPP2tripeptidyl-peptidaseII[EC3.4.14.10]
K08787	STE13dipeptidylaminopeptidaseSte13[EC3.4.14.-]
K08655	DPP8dipeptidyl-peptidase8[EC3.4.14.5]
K08656	DPP9dipeptidyl-peptidase9[EC3.4.14.5]
K01303	APEHacylaminoacyl-peptidase[EC3.4.19.1]
K01282	DAP2dipeptidylaminopeptidaseB[EC3.4.14.-]
K08674	FAPfibroblastactivationproteinalpha[EC3.4.21.-]
K22582	PREPLprolylendopeptidase-like[EC3.4.21.-]
K18574	ptpAXaa-Xaa-Protripeptidyl-peptidase[EC3.4.14.12]
K13702	ABHD10abhydrolasedomain-containingprotein10[EC3.1.1.93]
K13704	ABHD12abhydrolasedomain-containingprotein12[EC3.1.1.23]
K13705	ABHD12Babhydrolasedomain-containingprotein12B[EC3.-.-.-]
K24083	ABHD13abhydrolasedomain-containingprotein13[EC3.-.-.-]
K25825	ABHD16Babhydrolasedomain-containingprotein16B[EC3.-.-.-]
K01076	ABHD17abhydrolasedomain-containingprotein17[EC3.1.2.22]
K13616	AADACarylacetamidedeacetylase[EC3.1.1.3]
K01288	KEX1carboxypeptidaseD[EC3.4.16.6]
K09645	CPVLvitellogeniccarboxypeptidase-likeprotein[EC3.4.16.-]
K09646	SCPEP1serinecarboxypeptidase1[EC3.4.16.-]
K16296	SCPL-Iserinecarboxypeptidase-likecladeI[EC3.4.16.-]
K16297	SCPL-IIserinecarboxypeptidase-likecladeII[EC3.4.16.-]
K16298	SCPL-IVserinecarboxypeptidase-likecladeIV[EC3.4.16.-]
K07262	pbpGserine-typeD-Ala-D-Alaendopeptidase(penicillin-bindingprotein7)[EC3.4.21.-]
K17382	LACTBserinebeta-lactamase-likeproteinLACTBmitochondrial
K18988	ampHserine-typeD-Ala-D-Alacarboxypeptidase/endopeptidase[EC3.4.16.43.4.21.-]
K01281	pepXX-Prodipeptidyl-peptidase[EC3.4.14.11]
K08675	PRSS15PIM1ATP-dependentLonprotease[EC3.4.21.53]
K04076	lonBATP-dependentLonprotease[EC3.4.21.53]
K04770	lonHLon-likeATP-dependentprotease[EC3.4.21.-]
K07177	K07177Lon-likeprotease
K25930	assemblinHerpesviridaeassemblin[EC3.4.21.97]
K21078	UL80Cytomegaloviruscapsidscaffoldingprotein[EC3.4.21.97]
K26507	BVRF2Lymphocryptoviruscapsidscaffoldingprotein[EC3.4.21.97]
K01356	lexArepressorLexA[EC3.4.21.88]
K03503	umuDDNApolymeraseV[EC3.4.21.-]
K01276	DPP7dipeptidyl-peptidaseII[EC3.4.14.2]
K09649	PRSS16thymus-specificserineprotease[EC3.4.-.-]
K26798	NS3Bovineviraldiarrheavirus1serineproteaseNS3[EC3.4.21.1133.6.1.153.6.4.13]
K26799	Nsp4Equinearterivirusserinepeptidase[EC3.4.21.114]
K13698	ABHD4abhydrolasedomain-containingprotein4
K13701	ABHD8abhydrolasedomain-containingprotein8
K13703	ABHD11abhydrolasedomain-containingprotein11
K13706	ABHD14abhydrolasedomain-containingprotein14
K27108	ephABepoxidehydrolaseA/B[EC3.3.2.-]
K13617	PPME1proteinphosphatasemethylesterase1[EC3.1.1.89]
K03797	E3.4.21.102prcctpAcarboxyl-terminalprocessingprotease[EC3.4.21.102]
K23911	RBP3retinol-bindingprotein3
K08676	tritricornprotease[EC3.4.21.-]
K04773	sppAproteaseIV[EC3.4.21.-]
K04774	sohBserineproteaseSohB[EC3.4.21.-]
K26800	VP4InfectiouspancreaticnecrosisbirnavirusVp4peptidase[EC3.4.21.115]
K05995	pepEdipeptidaseE[EC3.4.13.21]
K13282	cphBcyanophycinase[EC3.4.15.6]
K05998	E3.4.21.100pseudomonalisin[EC3.4.21.100]
K05999	E3.4.21.101xanthomonalisin[EC3.4.21.101]
K08677	kscPscpAkumamolisin[EC3.4.21.123]
K20756	E3.4.21.103physarolisin[EC3.4.21.103]
K02857	RHBDL123rhomboid-relatedprotein1/2/3[EC3.4.21.105]
K09651	RHBDD1RHBDL4rhomboid-relatedprotein4[EC3.4.21.105]
K09652	RHBDD2RHBDL7rhomboiddomain-containingprotein2
K09650	PARLPSARLPCP1rhomboid-likeprotein[EC3.4.21.105]
K19225	gluPrhomboidproteaseGluP[EC3.4.21.105]
K02441	glpGrhomboidproteaseGlpG[EC3.4.21.105]
K07059	K07059rhomboidfamilyprotein
K06399	spoIVBstageIVsporulationproteinB[EC3.4.21.116]
K01297	ldcAmuramoyltetrapeptidecarboxypeptidase[EC3.4.17.13]
K06904	GP4Escherichia/Staphylococcusphageproheadprotease
K01419	hslVclpQATP-dependentHslUVproteasepeptidasesubunitHslV[EC3.4.25.2]
K08657	TASP1taspasethreonineaspartase1[EC3.4.25.-]
K24847	rlhA23SrRNA5-hydroxycytidineC2501synthase
K24845	ubiVO2-independentubiquinonebiosynthesisproteinUbiV
K24844	ubiUO2-independentubiquinonebiosynthesisproteinUbiU
K03592	pmbAPmbAprotein
K03568	tldDTldDprotein
K23417	SPINK1serineproteaseinhibitorKazal-type1
K23418	SPINK2serineproteaseinhibitorKazal-type2
K23419	SPINK4serineproteaseinhibitorKazal-type4
K23420	SPINK5serineproteaseinhibitorKazal-type5
K23603	SPINK679serineproteaseinhibitorKazal-type6/7/9
K23604	SPINK8serineproteaseinhibitorKazal-type8
K23606	SPINK1011serineproteaseinhibitorKazal-type10/11
K19924	SPINK13serineproteaseinhibitorKazal-type13
K23613	SPINK14serineproteaseinhibitorKazal-type14
K23615	SPIK5ovoinhibitor
K23614	SPIK7ovomucoid
K23912	FSTL1follistatin-relatedprotein1
K23913	FSTL3follistatin-relatedprotein3
K23914	FSTL4follistatin-relatedprotein4
K23915	FSTL5follistatin-relatedprotein5
K23607	TMEFF1tomoregulin-1
K23608	TMEFF2tomoregulin-2
K23620	AMBPproteinAMBP
K23421	SPINT2Kunitz-typeproteaseinhibitor2
K23422	SPINT3Kunitz-typeproteaseinhibitor3
K23423	SPINT4Kunitz-typeproteaseinhibitor4
K23087	TFPI2tissuefactorpathwayinhibitor2
K08117	APLP2amyloid-likeprotein2
K23621	WFIKKNWAPKazalimmunoglobulinKunitzandNTRdomain-containingprotein
K23622	EPPINeppin
K23623	WFDC8WAPfour-disulfidecoredomainprotein8
K23624	PAPLNpapilin
K04525	SERPINAserpinA
K23425	SERPINB1leukocyteelastaseinhibitor
K13964	SERPINB7serpinB7
K13965	SERPINB8serpinB8
K13966	SERPINB1112serpinB11/12
K23429	SERPINE3serpinE3
K09501	SERPINH1HSP47serpinpeptidaseinhibitorcladeHmember1
K23412	SERPINI1neuroserpin
K23430	SERPINI2serpinI2
K08276	ecoecotin
K23635	WFDC1WAPfour-disulfidecoredomainprotein1
K23636	WFDC2WAPfour-disulfidecoredomainprotein2
K23637	WFDC3WAPfour-disulfidecoredomainprotein3
K23638	SLPIWFDC4antileukoproteinase
K23639	WFDC5WAPfour-disulfidecoredomainprotein5
K23640	WFDC6WAPfour-disulfidecoredomainprotein6
K23641	WFDC12WAPfour-disulfidecoredomainprotein12
K23642	PI3WFDC14elafin
K23413	ANOS1KAL1WFDC19anosmin-1
K13907	CSTABcystatin-A/B
K13902	CST6cystatin-M
K13903	CST7cystatin-F
K13904	CST8cystatin-8
K13905	CST9cystatin-9
K13906	CST11cystatin-11
K23409	AHSGFETUAalpha-2-HS-glycoprotein
K23410	HRGhistidine-richglycoprotein
K23411	FETUBfetuin-B
K23592	PAI3proteaseAinhibitor3
K22583	TIMP2metalloproteinaseinhibitor2
K22584	TIMP4metalloproteinaseinhibitor4
K23589	PZPpregnancyzoneprotein
K06530	CD109CD109antigen
K23593	A2MLalpha-2-macroglobulin-likeprotein
K06894	yfhMalpha-2-macroglobulin
K23594	LXNlatexin
K23595	RARRES1retinoicacidreceptorresponderprotein1
K23596	PCSK1NproSAAS
K06910	PEBPTFS1phosphatidylethanolamine-bindingprotein
K23597	sspCstaphostatinB
K23598	iseAiseAprotein
K04087	hflCmodulatorofFtsHproteaseHflC
K04088	hflKmodulatorofFtsHproteaseHflK
K23599	SZLsecretedXwnt8inhibitorsizzled
K21304	aglKUDP-N-acetylglucosamine---dolichyl-phosphateN-acetylglucosaminyltransferase[EC2.4.1.153]
K21305	aglCdolichylN-acetyl-alpha-D-glucosaminylphosphate3-beta-D-23-diacetamido-23-dideoxy-beta-D-glucuronosyltransferase[EC2.4.1.335]
K23684	aglJdolichol-phosphatehexosyltransferase[EC2.4.1.-]
K22844	aglGglucosyl-dolichylphosphateglucuronosyltransferase[EC2.4.1.356]
K23685	aglIglycosyltransferaseAglI[EC2.4.1.-]
K23686	aglEglycosyltransferaseAglE[EC2.4.1.-]
K23683	aglDglycosyltransferaseAglD[EC2.4.1.-]
K21306	aglBdolichyl-phosphooligosaccharide-proteinglycotransferase[EC2.4.99.21]
K23252	aglSdolicholphosphate-mannosemannosyltransferase[EC2.4.1.-]
K13666	OGNTUDP-GlcNAcpolypeptidealpha-N-acetylglucosaminyltransferase[EC2.4.1.-]
K12244	GNT1[Skp1-protein]-hydroxyprolineN-acetylglucosaminyltransferase[EC2.4.1.229]
K27244	TMEM260dolichyl-phosphate-mannose-proteinmannosyltransferase[EC2.4.1.109]
K23424	TMTCproteinO-mannosyl-transferase[EC2.4.1.-]
K20843	GALT2ShydroxyprolineO-galactosyltransferase2/3/4/5/6[EC2.4.1.-]
K20854	HPGTB3GALT91011hydroxyprolineO-galactosyltransferaseHPGT[EC2.4.1.-]
K13672	LPG1galactofuranosyltransferase[EC2.4.1.-]
K13673	SCGphosphoglycanbeta-13-galactosyltransferase[EC2.4.1.-]
K13674	SCAphosphoglycanalpha-12-arabinopyranosyltransferase[EC2.4.2.-]
K09665	B3GNT8beta-13-N-acetylglucosaminyltransferase8[EC2.4.1.-]
K18705	B3GNT9beta-13-N-acetylglucosaminyltransferase9[EC2.4.1.-]
K20886	GLT6D1glycosyltransferase6domain-containingprotein1[EC2.4.1.-]
K20151	fucTalpha(13/14)fucosyltransferase[EC2.4.1.652.4.1.152]
K09669	FUT10alpha-13-fucosyltransferase10[EC2.4.1.-]
K08251	A4GNTalpha14-N-acetylglucosaminyltransferase[EC2.4.1.-]
K10812	GlcAT-Sbeta-13-glucuronyltransferaseS[EC2.4.1.1352.4.1.-]
K00752	hasAhyaluronansynthase[EC2.4.1.212]
K18706	XPT13-O-alpha-D-mannopyranosyl-alpha-D-mannopyranosexylosylphosphotransferase[EC2.7.8.32]
K12583	mgtAphosphatidylinositolalpha16-mannosyltransferase[EC2.4.1.-]
K03854	KTRmannosyltransferase[EC2.4.1.-]
K12245	PGTAbifunctionalglycosyltransferasePgtA[EC2.4.1.-2.4.1.69]
K06612	ST8SIA2alpha-N-acetyl-neuraminatealpha-28-sialyltransferase(sialyltransferase8B)[EC2.4.3.-]
K06613	ST8SIA3alpha-N-acetyl-neuraminatealpha-28-sialyltransferase(sialyltransferase8C)[EC2.4.3.-]
K06614	ST8SIA4alpha-N-acetyl-neuraminatealpha-28-sialyltransferase(sialyltransferase8D)[EC2.4.3.-]
K06615	ST8SIA6alpha-N-acetyl-neuraminatealpha-28-sialyltransferase(sialyltransferase8F)[EC2.4.3.-]
K12246	neuSsiaDpoly-alpha-28sialosylsialyltransferase[EC2.4.-.-]
K12247	cstIIcstIIIalpha-23sialyltransferase[EC2.4.3.-]
K00785	lstN-acetyllactosaminidealpha-23-sialyltransferase[EC2.4.3.6]
K12248	bstbeta-galactosidealpha-26-sialyltransferase(sialyltransferase0160)[EC2.4.3.1]
K10999	CESAcellulosesynthaseA[EC2.4.1.12]
K20887	CSLC4xyloglucanglycosyltransferase4[EC2.4.1.-]
K23869	GALSgalactanbeta-14-galactosyltransferase[EC2.4.1.-]
K22832	GAS113-beta-glucanosyltransferaseGAS1[EC2.4.1.-]
K22833	GAS213-beta-glucanosyltransferaseGAS2[EC2.4.1.-]
K22834	GAS313-beta-glucanosyltransferaseGAS3[EC2.4.1.-]
K22835	GAS413-beta-glucanosyltransferaseGAS4[EC2.4.1.-]
K22836	GAS513-beta-glucanosyltransferaseGAS5[EC2.4.1.-]
K11000	CALScallosesynthase[EC2.4.1.-]
K20855	B3GALT1Sbeta-13-galactosyltransferase1/2/3/4/5/7/8[EC2.4.1.-]
K20856	GALT31AB3GALT6beta-16-galactosyltransferase[EC2.4.1.-]
K00786	GALT29Abeta-16-galactosyltransferase[EC2.4.1.-]
K00749	E2.4.1.183alpha-13-glucansynthase[EC2.4.1.183]
K20867	GAUT12Sgalacturonosyltransferase12/13/14/15[EC2.4.1.-]
